	0
719	1214.432380952381
720	1414.4643077837195
721	4669.5
722	11574.0
723	6671.533333333333
724	33909.7
725	8554.0
726	1884.0
727	957.3348699071515
728	2910.0
729	1124.6570291473083
730	8460.0
731	13901.1
732	8231.666666666668
733	24697.375
734	1865.0
735	26881.309999999998
736	4709.85
737	7368.8
738	1386.9
739	2964.556666666667
740	7395.6
741	6995.714285714285
742	2988.9947928790034
743	3959.5
744	430.71428571428567
745	2621.458333333333
746	12839.095833333333
747	13649.9
748	1700.3722077922077
749	1622.8524572649571
750	2016.5
751	1416.75
752	1222.5833333333333
753	1228.3
754	24003.1
755	2653.9
756	11078.85
757	9432.9
758	614.1291666666666
759	5230.439393939394
760	5809.658333333334
761	8122.95
762	1127.8666666666666
763	932.9166666666667
764	1293.1333333333332
765	2644.9
766	8751.8
767	5971.591406272873
768	597.0920021645022
769	1100.5729825729827
770	13118.9
771	8474.0
772	2435.2360264735266
773	2918.945616883117
774	2228.9871815885404
775	8459.266666666666
776	12212.228571428572
777	6720.833333333334
778	191.318537064336
779	587.4000000000001
780	18353.6
781	1260.0
782	653.7035750360749
783	2022.9
784	775.0
785	1834.2
786	2417.4116666666664
787	15418.0
788	1891.683460167284
789	2100.0
790	2860.3842779304027
791	1001.9982350982351
792	7807.7666666666655
793	2464.725008912656
794	11289.2
795	13192.7
796	7949.625
797	10149.066666666666
798	15683.35
799	2466.59091991342
800	2090.0166666666664
801	25537.193333333336
802	2142.6000000000004
803	6633.633333333334
804	13004.325
805	1105.6258333333333
806	5349.25
807	7043.75
808	16448.733333333334
809	4414.2
810	1535.8333333333333
811	5679.166666666666
812	2639.8
813	3835.0
814	606.9
815	5690.6
816	687.6382142857143
817	2214.909090909091
818	993.4022252747251
819	4281.357222222223
820	5653.015247715248
821	11633.889285714286
822	37462.9
823	1209.8636117110186
824	1904.1128544846033
825	9017.9
826	7920.9
827	9087.933333333334
828	872.1446365914787
829	4207.0
830	1151.7995743145743
831	1794.2308116883116
832	10645.282777777778
833	1545.0
834	9369.8
835	10438.5
836	1169.399350649351
837	2528.8666666666663
838	3236.4333333333334
839	18179.166666666664
840	1818.9
841	1877.1194444444445
842	5722.047619047619
843	25996.3
844	2269.9
845	3885.881994949495
846	3549.323163744209
847	5200.5666666666675
848	5876.275
849	15718.633333333331
850	3750.7097402597406
851	3159.316436831143
852	692.9984523809524
853	6807.166666666666
854	6949.8
855	4821.480952380953
856	28700.0
857	1004.3030275280277
858	18720.0
859	729.9333333333334
860	25387.0
861	1019.9
862	7740.391636141637
863	2707.4
864	4088.4712184873947
865	3083.733333333333
866	1000.0
867	22709.0
868	3721.4375
869	5186.077023809524
870	810.0
871	1407.45
872	3841.5452380952383
873	2724.3333333333335
874	5537.125
875	11926.438095238096
876	1213.822857142857
877	858.9642857142857
878	2334.1833333333334
879	4900.0
880	1547.8833333333337
881	13429.3
882	9989.95
883	6036.241111111111
884	1364.3055555555554
885	3537.0
886	19336.9
887	2794.1658333333335
888	22493.333333333336
889	11117.9
890	2130.0
891	430.9833333333333
892	3493.9
893	914.9
894	794.4166666666666
895	6291.15
896	2982.9
897	595.0
898	5675.8
899	4983.8
900	1674.0
901	1634.1666666666667
902	7113.6
903	923.9
904	16419.0
905	1428.0117079811105
906	449.96000000000004
907	13129.3
908	597.7
909	5718.8
910	4151.475527544351
911	2012.25
912	1989.8
913	4381.0
914	1333.0
915	627.3259855435242
916	3976.960317460317
917	8430.483333333334
918	10759.9
919	5679.0
920	8157.9222222222215
921	3500.0
922	3549.9
923	2178.599523809524
924	1310.7835294117647
925	5619.6
926	2027.9666666666667
927	511.8608352431882
928	8721.5
929	6980.833333333333
930	6968.333333333334
931	30167.8
932	3813.2
933	5260.116666666667
934	439.15
935	5674.0
936	889.9683874948581
937	10974.5
938	4427.466666666666
939	1126.4426515151513
940	3076.4666666666662
941	1020.1033333333335
942	1440.0
943	8272.0
944	20420.0
945	927.35
946	54530.0
947	2284.0666666666666
948	430.0
949	12195.8
950	4507.7
951	1884.0
952	2546.8550000000005
953	3617.8
954	2294.9714285714285
955	2868.2
956	5684.166666666666
957	13993.0
958	1576.5
959	45866.9
960	2683.309641623944
961	13695.25
962	26737.0
963	799.0
964	5648.585714285715
965	7544.667683982685
966	1142.7916666666667
967	5484.9
968	14874.159523809523
969	8961.642857142859
970	1778.6933333333334
971	3527.488888888889
972	7691.223333333333
973	2860.0499999999997
974	2207.98
975	5842.783650793651
976	16949.55
977	490.75
978	23618.666666666668
979	4049.3
980	1682.7366444359006
981	8263.605357142858
982	651.9353968253969
983	11286.666666666668
984	1472.1393606393608
985	1737.7083333333335
986	2026.375
987	6128.9
988	1533.6356486376012
989	9927.35
990	1070.4085714285713
991	4826.666666666667
992	814.3055555555554
993	10520.222222222223
994	1560.1899602971473
995	15186.3
996	10000.0
997	3354.583333333333
998	1216.9506511544012
999	1220.6107532767944
1000	891.1315862242333
1001	6214.833333333334
1002	2063.8675
1003	1494.7
1004	2500.0
1005	17690.0
1006	3878.9
1007	626.9155244755245
1008	776.2021350377734
1009	23808.449047619044
1010	4066.25
1011	685.0
1012	913.0
1013	16559.95
1014	3193.0
1015	4079.4107142857147
1016	928.5009768009768
1017	248.72222222222223
1018	4652.0
1019	6545.378376068376
1020	1488.575
1021	3798.1
1022	1876.95
1023	385.0
1024	1710.2
1025	4316.666666666666
1026	7239.7
1027	475.8642857142857
1028	208.45
1029	756.9072222222222
1030	815.0
1031	7672.1
1032	11078.333333333332
1033	15720.0
1034	15686.7
1035	615.8333333333333
1036	4252.3133333333335
1037	10349.9
1038	1040.0
1039	494.12666666666667
1040	623.1
1041	2549.0
1042	1503.8
1043	8005.5
1044	1631.458768342665
1045	5574.5
1046	27686.7
1047	46998.5
1048	9544.9
1049	17134.0
1050	1356.23
1051	11714.9
1052	5196.333333333334
1053	4248.3
1054	2701.093595082163
1055	9064.6
1056	7199.3
1057	8578.5
1058	17699.959047619046
1059	36107.5
1060	6454.4
1061	1644.715781733746
1062	13316.0
1063	34715.0
1064	1029.8
1065	5205.1
1066	2674.556111111111
1067	884.0
1068	2226.498787878788
1069	1722.8166666666664
1070	1356.9666666666667
1071	3038.3416666666667
1072	10309.9
1073	456.1166666666667
1074	2697.2444689501535
1075	2080.1099999999997
1076	3919.4
1077	10839.333333333334
1078	370.0
1079	2705.0
1080	13067.316666666668
1081	814.9
1082	612.175
1083	14236.8
1084	775.9285714285713
1085	2831.5
1086	1022.475
1087	6517.3
1088	5142.593333333332
1089	1892.9
1090	3133.4489177489177
1091	4990.972222222223
1092	12839.095833333333
1093	6910.8
1094	1822.9166666666665
1095	156148.9
1096	1195.0
1097	709.8
1098	4240.0
1099	632.004761904762
1100	982.8404761904761
1101	8422.9
1102	794.1666666666667
1103	1720.275
1104	1396.6378161827897
1105	635.37
1106	369.5
1107	2093.333333333333
1108	17041.25
1109	16290.0
1110	1382.526198992268
1111	802.3566666666666
1112	8349.95
1113	3186.5916666666662
1114	5450.0
1115	3518.2165460927963
1116	1133.642857142857
1117	2292.3
1118	21755.0
1119	1224.0
1120	2589.7
1121	495.1833333333333
1122	14116.1
1123	2895.280555555556
1124	625.9159523809524
1125	13809.6
1126	3783.315476190476
1127	509.9
1128	3361.8797222222224
1129	1918.3333333333333
1130	2602.5
1131	935.8883333333333
1132	10762.333333333332
1133	1904.1128544846033
1134	1255.225
1135	34626.66666666667
1136	2189.9
1137	1709.9
1138	13430.916666666666
1139	12610.0
1140	32649.6
1141	792.2047619047619
1142	2789.523809523809
1143	2657.6
1144	1365.9
1145	8377.0
1146	837.1
1147	4960.424999999999
1148	3076.5
1149	4820.0
1150	671.1663616198616
1151	5089.75
1152	2482.275
1153	2045.6666666666665
1154	12132.251666666667
1155	5240.2
1156	52982.8
1157	799.0
1158	775.8762208202427
1159	12335.833333333332
1160	572.21
1161	42963.7
1162	549.022619047619
1163	150.0
1164	2173.9
1165	2380.0
1166	13813.4
1167	3489.9
1168	1214.800392107892
1169	2835.893333333333
1170	2298.9216666666666
1171	6544.0
1172	661.0
1173	12335.833333333332
1174	17649.0
1175	1710.0772638511412
1176	5280.0
1177	7789.2
1178	15830.0
1179	1502.2
1180	2119.8
1181	1636.9
1182	904.3916666666667
1183	9798.9
1184	5229.8
1185	1965.9006367243867
1186	3712.223628328801
1187	5923.083492063493
1188	9572.6
1189	2666.375
1190	4248.233333333333
1191	31170.0
1192	1269.8333333333333
1193	6145.0
1194	376.14285714285717
1195	5975.016666666667
1196	10707.39238095238
1197	65669.9
1198	125449.9
1199	1562.537455877456
1200	993.8595238095238
1201	5786.5
1202	14198.3
1203	2432.4
1204	28395.89880952381
1205	1219.5
1206	790.0
1207	1512.0214285714287
1208	2301.666666666667
1209	5226.7638162495405
1210	7319.426666666666
1211	6559.0
1212	793.2474983349983
1213	2667.7333333333336
1214	2887.1755812170286
1215	712.625
1216	754.0130555555556
1217	2840.4
1218	2351.333333333333
1219	722.2906746031747
1220	586.55
1221	1090.55
1222	4064.0
1223	1247.9
1224	1239.3600000000001
1225	3732.0
1226	6574.166666666666
1227	12814.116666666667
1228	12889.6
1229	1225.3333333333335
1230	1387.8011904761906
1231	2791.5931043956043
1232	26079.6
1233	2099.5290584415584
1234	3130.0
1235	2619.2722222222224
1236	1184.2447698608398
1237	1198.1634706959708
1238	2629.8
1239	1317.4
1240	4999.3
1241	2215.0
1242	2024.0
1243	7374.4
1244	13054.0
1245	4452.875
1246	1970.0
1247	2177.2125
1248	1176.25
1249	5203.0
1250	1959.4
1251	3740.6746031746034
1252	241.25
1253	2310.0
1254	12544.071810542398
1255	3436.0
1256	1258.3166666666666
1257	8039.8
1258	2174.5504166666665
1259	729.9
1260	2229.833333333333
1261	2247.6844119769116
1262	15332.5
1263	3622.1983333333337
1264	1436.282294641283
1265	825.8176977653072
1266	5399.742984427853
1267	8588.233333333334
1268	41885.0
1269	1507.2142857142858
1270	7033.522222222222
1271	6292.192084297281
1272	1625.3266666666666
1273	8722.239033189031
1274	11390.0
1275	3255.366587301587
1276	280.0
1277	6674.841269841269
1278	38310.0
1279	2578.112480693093
1280	557.9166666666667
1281	7528.6
1282	3628.3550000000005
1283	2051.5
1284	9958.9
1285	3414.9
1286	2443.732803030303
1287	817.3
1288	14608.0
1289	2200.7666666666664
1290	4184.5
1291	831.3333333333334
1292	1129.8
1293	1520.6
1294	18578.833333333332
1295	4671.92
1296	14200.0
1297	10529.9
1298	2428.5
1299	1810.0054834054833
1300	1606.838963258963
1301	1061.9166666666665
1302	2479.1944444444443
1303	6519.43
1304	3508.0
1305	521.1552380952381
1306	7918.042857142858
1307	10770.0
1308	584.8
1309	2789.7
1310	6110.0
1311	6177.5
1312	7091.916666666667
1313	7257.863492063491
1314	5864.730277777779
1315	1029.434238310709
1316	16201.448333333334
1317	554.2
1318	999.28
1319	1203.9
1320	16679.8
1321	5923.083492063493
1322	5377.398157894737
1323	1086.8
1324	4247.075
1325	1600.3799999999999
1326	2748.611111111111
1327	7760.0
1328	2313.583333333333
1329	15265.5
1330	1396.2592476782988
1331	5048.655791136967
1332	17768.7
1333	2210.0
1334	2063.8
1335	3542.9523809523816
1336	1915.1666666666667
1337	1605.6913095238094
1338	13623.5
1339	12175.166666666666
1340	15506.666666666668
1341	26359.73333333333
1342	718.6238095238094
1343	4571.666666666667
1344	5042.166666666666
1345	5533.913675213675
1346	13373.920000000002
1347	1171.5389285714286
1348	1129.7333333333333
1349	13774.0
1350	1184.7
1351	3617.7226190476185
1352	3271.8
1353	1858.2987012987014
1354	5253.8
1355	54568.7
1356	812.150634920635
1357	8024.6
1358	955.5777908615134
1359	10596.8
1360	4607.9
1361	1375.8180223285485
1362	6756.946581196581
1363	536.0
1364	6830.2
1365	3549.323163744209
1366	1715.7
1367	2032.0204545454544
1368	853.426702174637
1369	1200.0
1370	681.7202489844196
1371	5862.0
1372	2143.315187590187
1373	1559.3485833140858
1374	1243.5279699059113
1375	949.85
1376	636.5109381115633
1377	1039.254761904762
1378	8538.403333333332
1379	30100.0
1380	3523.8
1381	1564.3
1382	7357.95
1383	19507.0
1384	1444.9999999999998
1385	4397.858333333333
1386	960.2833333333334
1387	3355.9916666666672
1388	254.0
1389	6204.7
1390	15863.285714285714
1391	1603.6617647058824
1392	2931.666666666667
1393	8710.6
1394	7286.666666666667
1395	2875.15
1396	763.9986363636365
1397	8507.7
1398	824.9
1399	6029.333333333334
1400	1671.7384615384617
1401	13797.685714285713
1402	2175.0
1403	2002.0
1404	422.0
1405	577.797619047619
1406	3567.1759476001994
1407	298.66666666666663
1408	3512.3333333333335
1409	1053.9166666666667
1410	1577.6141480596032
1411	5869.753095238096
1412	4664.416666666666
1413	19619.8
1414	948.1746031746031
1415	729.2
1416	1067.970147907648
1417	737.8833604545497
1418	896.1788888888889
1419	8484.933333333332
1420	1615.5166666666669
1421	3429.0
1422	29224.4
1423	22321.51666666667
1424	3843.3
1425	8047.4
1426	1975.1071428571427
1427	247.04761904761904
1428	8076.493023920523
1429	2184.25
1430	1950.3
1431	5586.2
1432	36777.9
1433	5491.629999999999
1434	1131.8049592564298
1435	9895.0
1436	2733.3333333333335
1437	426.5984523809524
1438	2175.0
1439	3384.8833333333328
1440	1363.370432476838
1441	8193.4
1442	1260.2
1443	1531.6666666666665
1444	10750.999999999998
1445	653.5690476190476
1446	3594.9
1447	737.5
1448	3476.2166666666662
1449	1620.0
1450	1145.424898989899
1451	15197.0
1452	3775.1190476190473
1453	2768.3968253968255
1454	5274.6
1455	17567.0
1456	3276.210417206985
1457	422.06944444444446
1458	3879.911666666667
1459	23662.84
1460	2405.0
1461	2714.7
1462	14644.7
1463	3627.0901537351538
1464	10763.7
1465	14099.5
1466	4385.0
1467	939.980497835498
1468	35337.5
1469	10251.29426129426
1470	2015.6
1471	7068.333333333334
1472	763.3494889467258
1473	2103.8166666666666
1474	2705.3127128674796
1475	6622.466666666665
1476	2956.3714285714286
1477	11844.95
1478	4216.966666666666
1479	4280.072727272727
1480	8423.0
1481	4096.866666666667
1482	11518.166666666668
1483	1952.968186813187
1484	3707.083333333333
1485	10584.0
1486	630.2560222414324
1487	16622.4
1488	2633.6
1489	3626.25
1490	1476.2251082251082
1491	1027.603415457092
1492	10512.0
1493	13900.0
1494	6003.135
1495	8455.0
1496	2667.45
1497	1073.8225985108802
1498	19235.0
1499	638.0
1500	655.0
1501	1633.2163842555794
1502	10539.8
1503	23722.333333333336
1504	2549.447765567765
1505	10590.266666666666
1506	446.6166666666667
1507	5296.61996031746
1508	6886.833333333334
1509	830.6666666666667
1510	2170.0
1511	2759.6
1512	1334.5833333333335
1513	2348.67619047619
1514	3407.85
1515	3504.333333333333
1516	1703.5
1517	1486.6666666666667
1518	650.6518122863697
1519	750.0
1520	459.0
1521	2102.893428793429
1522	1049.7954545454545
1523	191.5
1524	2846.75
1525	3640.0
1526	2032.2333333333336
1527	2409.111387163561
1528	3311.6
1529	677.9333333333333
1530	4256.5
1531	1594.1714285714286
1532	20439.9
1533	642.45
1534	1871.125
1535	3186.9416666666666
1536	408.0514285714286
1537	10925.471666666668
1538	833.5500590001409
1539	7165.333333333334
1540	410.49047619047616
1541	3383.637588741406
1542	1760.887626262626
1543	1356.977380952381
1544	5369.756199940411
1545	340.4823776077589
1546	388.10714285714283
1547	11319.175
1548	3511.0
1549	52526.64933333333
1550	5293.96
1551	1714.9
1552	6024.312581699347
1553	3744.8
1554	11300.0
1555	1356.875
1556	4246.666666666667
1557	2662.3611894207256
